ccd_code,missing_from_set1,missing_from_set2,missing_from_both
5W7,N,Y,N
5W8,N,Y,N
5W9,N,Y,N
5WA,N,Y,N
5WB,N,Y,N
5WC,N,Y,N
5WD,N,Y,N
5WE,N,Y,N
5WF,N,Y,N
5WH,N,Y,N
5WI,N,Y,N
5WJ,N,Y,N
5WK,N,Y,N
5WL,N,Y,N
5WM,N,Y,N
5WN,N,Y,N
5WO,N,Y,N
5WP,N,Y,N
5WQ,N,Y,N
5WR,N,Y,N
5WS,N,Y,N
5WT,N,Y,N
5WU,N,Y,N
5WV,N,Y,N
5WW,N,Y,N
5WX,N,Y,N
5WY,N,Y,N
5WZ,N,Y,N
5X,N,Y,N
5X0,N,Y,N
5X1,N,Y,N
5X2,N,Y,N
5X3,N,Y,N
5X4,N,Y,N
5X6,N,Y,N
5X7,N,Y,N
5X8,N,Y,N
5X9,N,Y,N
5XA,N,Y,N
5XB,N,Y,N
5XC,N,Y,N
5XD,N,Y,N
5XE,N,Y,N
5XF,N,Y,N
5XG,N,Y,N
5XH,N,Y,N
5XI,N,Y,N
5XJ,N,Y,N
5XK,N,Y,N
5XL,N,Y,N
5XM,N,Y,N
5XN,N,Y,N
5XO,N,Y,N
5XP,N,Y,N
5XQ,N,Y,N
5XR,N,Y,N
5XS,N,Y,N
5XT,N,Y,N
5XU,N,Y,N
5XV,N,Y,N
5XW,N,Y,N
5XX,N,Y,N
5XY,N,Y,N
5XZ,N,Y,N
5Y0,N,Y,N
5Y1,N,Y,N
5Y2,N,Y,N
5Y3,N,Y,N
5Y4,N,Y,N
5Y5,N,Y,N
5Y6,N,Y,N
5Y7,N,Y,N
5Y8,N,Y,N
5Y9,N,Y,N
5YA,N,Y,N
5YB,N,Y,N
5YC,N,Y,N
5YD,N,Y,N
5YE,N,Y,N
5YF,N,Y,N
5YG,N,Y,N
5YH,N,Y,N
5YI,N,Y,N
5YJ,N,Y,N
5YK,N,Y,N
5YL,N,Y,N
5YM,N,Y,N
5YN,N,Y,N
5YO,N,Y,N
5YP,N,Y,N
5YQ,N,Y,N
5YR,N,Y,N
5YS,N,Y,N
5YT,N,Y,N
5YU,N,Y,N
5YV,N,Y,N
5YW,N,Y,N
5YX,N,Y,N
5YY,N,Y,N
5YZ,N,Y,N
5Z0,N,Y,N
5Z1,N,Y,N
5Z2,N,Y,N
5Z3,N,Y,N
5Z4,N,Y,N
5Z5,N,Y,N
5Z6,N,Y,N
5Z7,N,Y,N
5Z8,N,Y,N
5Z9,N,Y,N
5ZA,N,Y,N
5ZB,N,Y,N
5ZD,N,Y,N
5ZE,N,Y,N
5ZF,N,Y,N
5ZG,N,Y,N
5ZH,N,Y,N
5ZI,N,Y,N
5ZJ,N,Y,N
5ZK,N,Y,N
5ZL,N,Y,N
5ZM,N,Y,N
5ZN,N,Y,N
5ZO,N,Y,N
5ZP,N,Y,N
5ZQ,N,Y,N
5ZR,N,Y,N
5ZS,N,Y,N
5ZT,N,Y,N
5ZU,N,Y,N
5ZV,N,Y,N
5ZW,N,Y,N
5ZX,N,Y,N
5ZY,N,Y,N
5ZZ,N,Y,N
60J,N,Y,N
61F,N,Y,N
61I,N,Y,N
61U,N,Y,N
61Z,N,Y,N
62J,N,Y,N
638,N,Y,N
63I,N,Y,N
63Z,N,Y,N
648,N,Y,N
64V,N,Y,N
64W,N,Y,N
64X,N,Y,N
65L,N,Y,N
65M,N,Y,N
661,N,Y,N
66I,N,Y,N
67I,N,Y,N
67V,N,Y,N
68X,N,Y,N
69I,N,Y,N
69X,N,Y,N
6AB,N,Y,N
6BI,N,Y,N
6CI,N,Y,N
6CT,N,Y,N
6DM,N,Y,N
6EI,N,Y,N
6ER,N,Y,N
6F6,N,Y,N
6FI,N,Y,N
6G5,N,Y,N
6G8,N,Y,N
6GB,N,Y,N
6GI,N,Y,N
6H0,N,Y,N
6H7,N,Y,N
6I0,N,Y,N
6I1,N,Y,N
6I2,N,Y,N
6I3,N,Y,N
6I4,N,Y,N
6I5,N,Y,N
6I6,N,Y,N
6I9,N,Y,N
6II,N,Y,N
6IL,N,Y,N
6IM,N,Y,N
6IQ,N,Y,N
6IV,N,Y,N
6IW,N,Y,N
6IZ,N,Y,N
6JI,N,Y,N
6JZ,N,Y,N
6MC,N,Y,N
6MT,N,Y,N
6OI,N,Y,N
6OL,N,Y,N
6QI,N,Y,N
6RA,N,Y,N
6RI,N,Y,N
6SI,N,Y,N
6TI,N,Y,N
6US,N,Y,N
6UT,N,Y,N
6UU,N,Y,N
6UV,N,Y,N
6UW,N,Y,N
6UX,N,Y,N
6UY,N,Y,N
6UZ,N,Y,N
6V0,N,Y,N
6V1,N,Y,N
6V2,N,Y,N
6V3,N,Y,N
6V4,N,Y,N
6V5,N,Y,N
6V6,N,Y,N
6V7,N,Y,N
6V8,N,Y,N
6V9,N,Y,N
6VA,N,Y,N
6VB,N,Y,N
6VC,N,Y,N
6VD,N,Y,N
6VF,N,Y,N
6VG,N,Y,N
6VH,N,Y,N
6VJ,N,Y,N
6VK,N,Y,N
6VL,N,Y,N
6VM,N,Y,N
6VN,N,Y,N
6VO,N,Y,N
6VP,N,Y,N
6VQ,N,Y,N
6VR,N,Y,N
6VS,N,Y,N
6VT,N,Y,N
6VU,N,Y,N
6VV,N,Y,N
6VW,N,Y,N
6VX,N,Y,N
6VY,N,Y,N
6VZ,N,Y,N
6W0,N,Y,N
6W1,N,Y,N
6W2,N,Y,N
6W3,N,Y,N
6W4,N,Y,N
6W5,N,Y,N
6W6,N,Y,N
6W7,N,Y,N
6W8,N,Y,N
6W9,N,Y,N
6WA,N,Y,N
6WB,N,Y,N
6WC,N,Y,N
6WD,N,Y,N
6WE,N,Y,N
6WF,N,Y,N
6WG,N,Y,N
6WH,N,Y,N
6WI,N,Y,N
6WJ,N,Y,N
6WK,N,Y,N
6WL,N,Y,N
6WM,N,Y,N
6WN,N,Y,N
6WO,N,Y,N
6WP,N,Y,N
6WQ,N,Y,N
6WR,N,Y,N
6WS,N,Y,N
6WT,N,Y,N
6WU,N,Y,N
6WV,N,Y,N
6WW,N,Y,N
6WX,N,Y,N
6WY,N,Y,N
6WZ,N,Y,N
6X0,N,Y,N
6X1,N,Y,N
6X2,N,Y,N
6X3,N,Y,N
6X4,N,Y,N
6X5,N,Y,N
6X6,N,Y,N
6X7,N,Y,N
6X8,N,Y,N
6X9,N,Y,N
6XA,N,Y,N
6XB,N,Y,N
6XC,N,Y,N
6XD,N,Y,N
6XE,N,Y,N
6XF,N,Y,N
6XG,N,Y,N
6XH,N,Y,N
6XI,N,Y,N
6XJ,N,Y,N
6XK,N,Y,N
6XL,N,Y,N
6XM,N,Y,N
6XN,N,Y,N
6XO,N,Y,N
6XP,N,Y,N
6XQ,N,Y,N
6XR,N,Y,N
6XS,N,Y,N
6XT,N,Y,N
6XU,N,Y,N
6XV,N,Y,N
6XW,N,Y,N
6XX,N,Y,N
6XY,N,Y,N
6XZ,N,Y,N
6Y0,N,Y,N
6Y1,N,Y,N
6Y2,N,Y,N
6Y3,N,Y,N
6Y4,N,Y,N
6Y5,N,Y,N
6Y6,N,Y,N
6Y7,N,Y,N
6Y8,N,Y,N
6Y9,N,Y,N
6YA,N,Y,N
6YB,N,Y,N
6YC,N,Y,N
6YD,N,Y,N
6YE,N,Y,N
6YF,N,Y,N
6YG,N,Y,N
6YH,N,Y,N
6YI,N,Y,N
6YJ,N,Y,N
6YK,N,Y,N
6YL,N,Y,N
6YN,N,Y,N
6YP,N,Y,N
6YQ,N,Y,N
6YR,N,Y,N
6YS,N,Y,N
6YT,N,Y,N
6YU,N,Y,N
6YV,N,Y,N
6YW,N,Y,N
6YX,N,Y,N
6YY,N,Y,N
6YZ,N,Y,N
6Z0,N,Y,N
6Z1,N,Y,N
6Z2,N,Y,N
6Z3,N,Y,N
6Z4,N,Y,N
6Z5,N,Y,N
6Z6,N,Y,N
6Z7,N,Y,N
6Z8,N,Y,N
6Z9,N,Y,N
6ZA,N,Y,N
6ZB,N,Y,N
6ZC,N,Y,N
6ZD,N,Y,N
6ZE,N,Y,N
6ZF,N,Y,N
6ZG,N,Y,N
6ZH,N,Y,N
6ZI,N,Y,N
6ZJ,N,Y,N
6ZK,N,Y,N
6ZL,N,Y,N
6ZM,N,Y,N
6ZN,N,Y,N
6ZO,N,Y,N
6ZP,N,Y,N
6ZQ,N,Y,N
6ZR,N,Y,N
6ZS,N,Y,N
6ZT,N,Y,N
6ZU,N,Y,N
6ZV,N,Y,N
6ZW,N,Y,N
6ZX,N,Y,N
6ZY,N,Y,N
6ZZ,N,Y,N
70I,N,Y,N
74C,N,Y,N
74I,N,Y,N
75F,N,Y,N
75I,N,Y,N
76I,N,Y,N
76N,N,Y,N
78I,N,Y,N
7BI,N,Y,N
7BO,N,Y,N
7DI,N,Y,N
7FI,N,Y,N
7I3,N,Y,N
7I4,N,Y,N
7I7,N,Y,N
7I8,N,Y,N
7IB,N,Y,N
7IC,N,Y,N
7IF,N,Y,N
7IJ,N,Y,N
7IL,N,Y,N
7IO,N,Y,N
7IR,N,Y,N
7IS,N,Y,N
7IT,N,Y,N
7IU,N,Y,N
7IV,N,Y,N
7IW,N,Y,N
7IX,N,Y,N
7IY,N,Y,N
7MO,N,Y,N
7MQ,N,Y,N
7NE,N,Y,N
7NO,N,Y,N
7NR,N,Y,N
7NW,N,Y,N
7OC,N,Y,N
7OL,N,Y,N
7ON,N,Y,N
7OQ,N,Y,N
7OU,N,Y,N
7OW,N,Y,N
7OZ,N,Y,N
7P6,N,Y,N
7P8,N,Y,N
7PB,N,Y,N
7PI,N,Y,N
7PK,N,Y,N
7PL,N,Y,N
7PN,N,Y,N
7PO,N,Y,N
7PU,N,Y,N
7PX,N,Y,N
7PZ,N,Y,N
7Q0,N,Y,N
7Q2,N,Y,N
7Q3,N,Y,N
7Q6,N,Y,N
7QC,N,Y,N
7QF,N,Y,N
7QG,N,Y,N
7QI,N,Y,N
7QJ,N,Y,N
7QK,N,Y,N
7QL,N,Y,N
7QO,N,Y,N
7QR,N,Y,N
7QT,N,Y,N
7QW,N,Y,N
7QX,N,Y,N
7QZ,N,Y,N
7R5,N,Y,N
7R8,N,Y,N
7RB,N,Y,N
7RF,N,Y,N
7RH,N,Y,N
7RL,N,Y,N
7RQ,N,Y,N
7RR,N,Y,N
7RW,N,Y,N
7RZ,N,Y,N
7S0,N,Y,N
7S2,N,Y,N
7S3,N,Y,N
7S5,N,Y,N
7S6,N,Y,N
7S8,N,Y,N
7SC,N,Y,N
7SE,N,Y,N
7SF,N,Y,N
7SH,N,Y,N
7SN,N,Y,N
7SO,N,Y,N
7SQ,N,Y,N
7SR,N,Y,N
7ST,N,Y,N
7SU,N,Y,N
7SW,N,Y,N
7SZ,N,Y,N
7T0,N,Y,N
7T2,N,Y,N
7T5,N,Y,N
7T6,N,Y,N
7TB,N,Y,N
7TC,N,Y,N
7TE,N,Y,N
7TF,N,Y,N
7TG,N,Y,N
7TH,N,Y,N
7TI,N,Y,N
7TK,N,Y,N
7TN,N,Y,N
7TT,N,Y,N
7TU,N,Y,N
7TW,N,Y,N
7TZ,N,Y,N
7U0,N,Y,N
7U2,N,Y,N
7U5,N,Y,N
7U8,N,Y,N
7UB,N,Y,N
7UE,N,Y,N
7UH,N,Y,N
7UI,N,Y,N
7UM,N,Y,N
7UN,N,Y,N
7UO,N,Y,N
7UQ,N,Y,N
7US,N,Y,N
7UT,N,Y,N
7UW,N,Y,N
7V2,N,Y,N
7V8,N,Y,N
7VB,N,Y,N
7VE,N,Y,N
7VH,N,Y,N
7VI,N,Y,N
7VK,N,Y,N
7VN,N,Y,N
7VQ,N,Y,N
7VU,N,Y,N
7VW,N,Y,N
7W2,N,Y,N
7W5,N,Y,N
7W8,N,Y,N
7WC,N,Y,N
7WE,N,Y,N
7WK,N,Y,N
7WN,N,Y,N
7WT,N,Y,N
7WW,N,Y,N
7WZ,N,Y,N
7X5,N,Y,N
7X6,N,Y,N
7X7,N,Y,N
7X8,N,Y,N
7X9,N,Y,N
7XA,N,Y,N
7XB,N,Y,N
7XC,N,Y,N
7XD,N,Y,N
7XE,N,Y,N
7XF,N,Y,N
7XG,N,Y,N
7XH,N,Y,N
7XI,N,Y,N
7XJ,N,Y,N
7XK,N,Y,N
7XL,N,Y,N
7XM,N,Y,N
7XN,N,Y,N
7XO,N,Y,N
7XP,N,Y,N
7XQ,N,Y,N
7XR,N,Y,N
7XS,N,Y,N
7XT,N,Y,N
7XU,N,Y,N
7XV,N,Y,N
7XW,N,Y,N
7XX,N,Y,N
7XY,N,Y,N
7XZ,N,Y,N
7Y0,N,Y,N
7Y1,N,Y,N
7Y2,N,Y,N
7Y3,N,Y,N
7Y4,N,Y,N
7Y5,N,Y,N
7Y6,N,Y,N
7Y7,N,Y,N
7Y8,N,Y,N
7Y9,N,Y,N
7YA,N,Y,N
7YB,N,Y,N
7YC,N,Y,N
7YE,N,Y,N
7YF,N,Y,N
7YG,N,Y,N
7YH,N,Y,N
7YI,N,Y,N
7YJ,N,Y,N
7YK,N,Y,N
7YL,N,Y,N
7YM,N,Y,N
7YN,N,Y,N
7YO,N,Y,N
7YP,N,Y,N
7YQ,N,Y,N
7YR,N,Y,N
7YS,N,Y,N
7YT,N,Y,N
7YU,N,Y,N
7YV,N,Y,N
7YW,N,Y,N
7YX,N,Y,N
7YY,N,Y,N
7YZ,N,Y,N
7Z0,N,Y,N
7Z1,N,Y,N
7Z2,N,Y,N
7Z3,N,Y,N
7Z4,N,Y,N
7Z5,N,Y,N
7Z6,N,Y,N
7Z7,N,Y,N
7Z8,N,Y,N
7Z9,N,Y,N
7ZA,N,Y,N
7ZB,N,Y,N
7ZC,N,Y,N
7ZD,N,Y,N
7ZE,N,Y,N
7ZF,N,Y,N
7ZG,N,Y,N
7ZH,N,Y,N
7ZJ,N,Y,N
7ZK,N,Y,N
7ZL,N,Y,N
7ZM,N,Y,N
7ZN,N,Y,N
7ZO,N,Y,N
7ZP,N,Y,N
7ZQ,N,Y,N
7ZR,N,Y,N
7ZS,N,Y,N
7ZT,N,Y,N
7ZU,N,Y,N
7ZV,N,Y,N
7ZW,N,Y,N
7ZX,N,Y,N
7ZY,N,Y,N
7ZZ,N,Y,N
800,N,Y,N
805,N,Y,N
807,N,Y,N
80C,N,Y,N
80D,N,Y,N
80E,N,Y,N
80J,N,Y,N
80M,N,Y,N
80N,N,Y,N
80S,N,Y,N
80T,N,Y,N
80W,N,Y,N
80X,N,Y,N
80Y,N,Y,N
811,N,Y,N
813,N,Y,N
81D,N,Y,N
81I,N,Y,N
81L,N,Y,N
81N,N,Y,N
81O,N,Y,N
81Q,N,Y,N
81T,N,Y,N
820,N,Y,N
828,N,Y,N
82H,N,Y,N
82K,N,Y,N
82L,N,Y,N
82Q,N,Y,N
82T,N,Y,N
82U,N,Y,N
82W,N,Y,N
82Z,N,Y,N
835,N,Y,N
83B,N,Y,N
83E,N,Y,N
83F,N,Y,N
83I,N,Y,N
83K,N,Y,N
83N,N,Y,N
83Q,N,Y,N
83V,N,Y,N
83W,N,Y,N
83Z,N,Y,N
84C,N,Y,N
84E,N,Y,N
84H,N,Y,N
84K,N,Y,N
84N,N,Y,N
84Q,N,Y,N
85H,N,Y,N
85I,N,Y,N
85N,N,Y,N
85O,N,Y,N
85Q,N,Y,N
85R,N,Y,N
85U,N,Y,N
85W,N,Y,N
867,N,Y,N
868,N,Y,N
86E,N,Y,N
86F,N,Y,N
86G,N,Y,N
86I,N,Y,N
86K,N,Y,N
86T,N,Y,N
86W,N,Y,N
86Z,N,Y,N
875,N,Y,N
87A,N,Y,N
87B,N,Y,N
87I,N,Y,N
87K,N,Y,N
87Q,N,Y,N
884,N,Y,N
88E,N,Y,N
88H,N,Y,N
88I,N,Y,N
88K,N,Y,N
88O,N,Y,N
88T,N,Y,N
89B,N,Y,N
89H,N,Y,N
89K,N,Y,N
89Q,N,Y,N
89T,N,Y,N
89Z,N,Y,N
8A2,N,Y,N
8A8,N,Y,N
8AE,N,Y,N
8AI,N,Y,N
8AQ,N,Y,N
8AR,N,Y,N
8AT,N,Y,N
8B5,N,Y,N
8B7,N,Y,N
8B8,N,Y,N
8BE,N,Y,N
8BH,N,Y,N
8BK,N,Y,N
8BW,N,Y,N
8C7,N,Y,N
8CI,N,Y,N
8CK,N,Y,N
8CQ,N,Y,N
8CW,N,Y,N
8D2,N,Y,N
8D5,N,Y,N
8DB,N,Y,N
8DE,N,Y,N
8DI,N,Y,N
8DK,N,Y,N
8DW,N,Y,N
8E2,N,Y,N
8EB,N,Y,N
8EH,N,Y,N
8EI,N,Y,N
8EK,N,Y,N
8FI,N,Y,N
8FO,N,Y,N
8G7,N,Y,N
8G9,N,Y,N
8GO,N,Y,N
8GW,N,Y,N
8GZ,N,Y,N
8H2,N,Y,N
8H3,N,Y,N
8H7,N,Y,N
8H9,N,Y,N
8HA,N,Y,N
8I0,N,Y,N
8I4,N,Y,N
8I5,N,Y,N
8I7,N,Y,N
8I8,N,Y,N
8IA,N,Y,N
8IB,N,Y,N
8IF,N,Y,N
8IH,N,Y,N
8II,N,Y,N
8IJ,N,Y,N
8IK,N,Y,N
8IL,N,Y,N
8IM,N,Y,N
8IO,N,Y,N
8IQ,N,Y,N
8IS,N,Y,N
8IT,N,Y,N
8IV,N,Y,N
8IW,N,Y,N
8IY,N,Y,N
8IZ,N,Y,N
8J9,N,Y,N
8JA,N,Y,N
8JV,N,Y,N
8JY,N,Y,N
8K3,N,Y,N
8KC,N,Y,N
8KE,N,Y,N
8KF,N,Y,N
8KI,N,Y,N
8KQ,N,Y,N
8KT,N,Y,N
8KZ,N,Y,N
8L6,N,Y,N
8LT,N,Y,N
8M6,N,Y,N
8MU,N,Y,N
8NI,N,Y,N
8NK,N,Y,N
8O9,N,Y,N
8OC,N,Y,N
8PB,N,Y,N
8PD,N,Y,N
8PI,N,Y,N
8PN,N,Y,N
8QA,N,Y,N
8QI,N,Y,N
8QJ,N,Y,N
8QR,N,Y,N
8QU,N,Y,N
8QY,N,Y,N
8R1,N,Y,N
8R9,N,Y,N
8RI,N,Y,N
8RU,N,Y,N
8RX,N,Y,N
8S6,N,Y,N
8SC,N,Y,N
8T6,N,Y,N
8TF,N,Y,N
8UI,N,Y,N
8UW,N,Y,N
8VD,N,Y,N
8VG,N,Y,N
8VP,N,Y,N
8W1,N,Y,N
8WL,N,Y,N
8WP,N,Y,N
8X9,N,Y,N
8XF,N,Y,N
8XI,N,Y,N
8YG,N,Y,N
8YX,N,Y,N
8Z3,N,Y,N
8Z9,N,Y,N
8ZC,N,Y,N
8ZD,N,Y,N
8ZE,N,Y,N
8ZF,N,Y,N
8ZG,N,Y,N
8ZH,N,Y,N
8ZI,N,Y,N
8ZJ,N,Y,N
8ZK,N,Y,N
8ZL,N,Y,N
8ZM,N,Y,N
8ZN,N,Y,N
8ZO,N,Y,N
8ZP,N,Y,N
8ZQ,N,Y,N
8ZR,N,Y,N
8ZS,N,Y,N
8ZT,N,Y,N
8ZU,N,Y,N
8ZV,N,Y,N
8ZW,N,Y,N
8ZX,N,Y,N
8ZZ,N,Y,N
909,N,Y,N
90F,N,Y,N
90H,N,Y,N
90I,N,Y,N
90Q,N,Y,N
90U,N,Y,N
90X,N,Y,N
91C,N,Y,N
91I,N,Y,N
91M,N,Y,N
91Z,N,Y,N
92I,N,Y,N
943,N,Y,N
95T,N,Y,N
95X,N,Y,N
966,N,Y,N
96I,N,Y,N
978,N,Y,N
97F,N,Y,N
97I,N,Y,N
97S,N,Y,N
98,N,Y,N
98A,N,Y,N
98F,N,Y,N
98I,N,Y,N
98L,N,Y,N
98O,N,Y,N
98U,N,Y,N
98X,N,Y,N
99I,N,Y,N
99W,N,Y,N
9A1,N,Y,N
9A2,N,Y,N
9A9,N,Y,N
9B9,N,Y,N
9BC,N,Y,N
9BI,N,Y,N
9CI,N,Y,N
9DF,N,Y,N
9DL,N,Y,N
9DO,N,Y,N
9ED,N,Y,N
9FF,N,Y,N
9FI,N,Y,N
9FT,N,Y,N
9FW,N,Y,N
9GC,N,Y,N
9GI,N,Y,N
9GR,N,Y,N
9HA,N,Y,N
9HE,N,Y,N
9I0,N,Y,N
9I3,N,Y,N
9I4,N,Y,N
9I6,N,Y,N
9I7,N,Y,N
9I9,N,Y,N
9IB,N,Y,N
9IC,N,Y,N
9ID,N,Y,N
9IE,N,Y,N
9IF,N,Y,N
9IH,N,Y,N
9II,N,Y,N
9IJ,N,Y,N
9IK,N,Y,N
9IL,N,Y,N
9IO,N,Y,N
9IQ,N,Y,N
9IR,N,Y,N
9IS,N,Y,N
9IT,N,Y,N
9IU,N,Y,N
9IV,N,Y,N
9IW,N,Y,N
9IX,N,Y,N
9IZ,N,Y,N
9J9,N,Y,N
9JA,N,Y,N
9JC,N,Y,N
9JI,N,Y,N
9JL,N,Y,N
9JV,N,Y,N
9KI,N,Y,N
9L0,N,Y,N
9L6,N,Y,N
9LC,N,Y,N
9LR,N,Y,N
9M5,N,Y,N
9MF,N,Y,N
9MI,N,Y,N
9N6,N,Y,N
9NI,N,Y,N
9NN,N,Y,N
9NY,N,Y,N
9OI,N,Y,N
9OO,N,Y,N
9OW,N,Y,N
9OX,N,Y,N
9OZ,N,Y,N
9P0,N,Y,N
9P5,N,Y,N
9PJ,N,Y,N
9PS,N,Y,N
9PV,N,Y,N
9QC,N,Y,N
9QI,N,Y,N
9QL,N,Y,N
9QM,N,Y,N
9QZ,N,Y,N
9R6,N,Y,N
9RJ,N,Y,N
9S2,N,Y,N
9SI,N,Y,N
9SO,N,Y,N
9SY,N,Y,N
9T4,N,Y,N
9TL,N,Y,N
9UH,N,Y,N
9UJ,N,Y,N
9UK,N,Y,N
9UR,N,Y,N
9US,N,Y,N
9UU,N,Y,N
9UV,N,Y,N
9V4,N,Y,N
9VF,N,Y,N
9VI,N,Y,N
9VV,N,Y,N
9W3,N,Y,N
9W9,N,Y,N
9WC,N,Y,N
9WI,N,Y,N
9WQ,N,Y,N
9WU,N,Y,N
9WW,N,Y,N
9XI,N,Y,N
9XL,N,Y,N
9XO,N,Y,N
9XR,N,Y,N
9XT,N,Y,N
9XU,N,Y,N
9XV,N,Y,N
9XW,N,Y,N
9XX,N,Y,N
9XY,N,Y,N
9XZ,N,Y,N
9Y0,N,Y,N
9Y1,N,Y,N
9Y2,N,Y,N
9Y3,N,Y,N
9Y4,N,Y,N
9Y5,N,Y,N
9Y6,N,Y,N
9Y7,N,Y,N
9Y8,N,Y,N
9Y9,N,Y,N
9YA,N,Y,N
9YB,N,Y,N
9YC,N,Y,N
9YD,N,Y,N
9YE,N,Y,N
9YF,N,Y,N
9YG,N,Y,N
9YH,N,Y,N
9YI,N,Y,N
9YJ,N,Y,N
9YK,N,Y,N
9YL,N,Y,N
9YM,N,Y,N
9YN,N,Y,N
9YO,N,Y,N
9YP,N,Y,N
9YQ,N,Y,N
9YR,N,Y,N
9YS,N,Y,N
9YT,N,Y,N
9YU,N,Y,N
9YV,N,Y,N
9YW,N,Y,N
9YX,N,Y,N
9YY,N,Y,N
9YZ,N,Y,N
9Z0,N,Y,N
9Z1,N,Y,N
9Z2,N,Y,N
9Z3,N,Y,N
9Z4,N,Y,N
9Z5,N,Y,N
9Z6,N,Y,N
9Z7,N,Y,N
9Z8,N,Y,N
9Z9,N,Y,N
9ZA,N,Y,N
9ZB,N,Y,N
9ZC,N,Y,N
9ZD,N,Y,N
9ZE,N,Y,N
9ZF,N,Y,N
9ZG,N,Y,N
9ZH,N,Y,N
9ZJ,N,Y,N
9ZK,N,Y,N
9ZL,N,Y,N
9ZM,N,Y,N
9ZN,N,Y,N
9ZO,N,Y,N
9ZP,N,Y,N
9ZQ,N,Y,N
9ZR,N,Y,N
9ZS,N,Y,N
9ZT,N,Y,N
9ZU,N,Y,N
9ZV,N,Y,N
9ZW,N,Y,N
9ZX,N,Y,N
9ZY,N,Y,N
9ZZ,N,Y,N
A0E,N,Y,N
A0F,N,Y,N
A0I,N,Y,N
A0M,N,Y,N
A0X,N,Y,N
A1A00,N,Y,N
A1A01,N,Y,N
A1A02,N,Y,N
A1A03,N,Y,N
A1A04,N,Y,N
A1A05,N,Y,N
A1A06,N,Y,N
A1A07,N,Y,N
A1A08,N,Y,N
A1A0A,N,Y,N
A1A0B,N,Y,N
A1A0C,N,Y,N
A1A0D,N,Y,N
A1A0E,N,Y,N
A1A0F,N,Y,N
A1A0G,N,Y,N
A1A0H,N,Y,N
A1A0I,N,Y,N
A1A0J,N,Y,N
A1A0K,N,Y,N
A1A0L,N,Y,N
A1A0M,N,Y,N
A1A0N,N,Y,N
A1A0O,N,Y,N
A1A0P,N,Y,N
A1A0Q,N,Y,N
A1A0R,N,Y,N
A1A0S,N,Y,N
A1A0T,N,Y,N
A1A0U,N,Y,N
A1A0V,N,Y,N
A1A0X,N,Y,N
A1A0Z,N,Y,N
A1A10,N,Y,N
A1A12,N,Y,N
A1A13,N,Y,N
A1A14,N,Y,N
A1A15,N,Y,N
A1A16,N,Y,N
A1A17,N,Y,N
A1A18,N,Y,N
A1A19,N,Y,N
A1A1A,N,Y,N
A1A1B,N,Y,N
A1A1C,N,Y,N
A1A1D,N,Y,N
A1A1E,N,Y,N
A1A1F,N,Y,N
A1A1H,N,Y,N
A1A1I,N,Y,N
A1A1J,N,Y,N
A1A1K,N,Y,N
A1A1L,N,Y,N
A1A1N,N,Y,N
A1A1O,N,Y,N
A1A1P,N,Y,N
A1A1Q,N,Y,N
A1A1R,N,Y,N
A1A1S,N,Y,N
A1A1T,N,Y,N
A1A1U,N,Y,N
A1A1V,N,Y,N
A1A1W,N,Y,N
A1A1X,N,Y,N
A1A1Y,N,Y,N
A1A1Z,N,Y,N
A1A20,N,Y,N
A1A21,N,Y,N
A1A22,N,Y,N
A1A23,N,Y,N
A1A24,N,Y,N
A1A25,N,Y,N
A1A26,N,Y,N
A1A27,N,Y,N
A1A28,N,Y,N
A1A29,N,Y,N
A1A2A,N,Y,N
A1A2B,N,Y,N
A1A2C,N,Y,N
A1A2D,N,Y,N
A1A2E,N,Y,N
A1A2F,N,Y,N
A1A2G,N,Y,N
A1A2H,N,Y,N
A1A2I,N,Y,N
A1A2J,N,Y,N
A1A2K,N,Y,N
A1A2L,N,Y,N
A1A2O,N,Y,N
A1A2P,N,Y,N
A1A2Q,N,Y,N
A1A2R,N,Y,N
A1A2S,N,Y,N
A1A2T,N,Y,N
A1A2V,N,Y,N
A1A2Y,N,Y,N
A1A2Z,N,Y,N
A1A30,N,Y,N
A1A31,N,Y,N
A1A32,N,Y,N
A1A33,N,Y,N
A1A34,N,Y,N
A1A35,N,Y,N
A1A36,N,Y,N
A1A37,N,Y,N
A1A38,N,Y,N
A1A39,N,Y,N
A1A3A,N,Y,N
A1A3B,N,Y,N
A1A3C,N,Y,N
A1A3D,N,Y,N
A1A3E,N,Y,N
A1A3F,N,Y,N
A1A3G,N,Y,N
A1A3H,N,Y,N
A1A3I,N,Y,N
A1A3J,N,Y,N
A1A3K,N,Y,N
A1A3L,N,Y,N
A1A3M,N,Y,N
A1A3N,N,Y,N
A1A3O,N,Y,N
A1A3P,N,Y,N
A1A3Q,N,Y,N
A1A3R,N,Y,N
A1A3S,N,Y,N
A1A3T,N,Y,N
A1A3U,N,Y,N
A1A3V,N,Y,N
A1A3W,N,Y,N
A1A3X,N,Y,N
A1A3Y,N,Y,N
A1A3Z,N,Y,N
A1A40,N,Y,N
A1A41,N,Y,N
A1A42,N,Y,N
A1A43,N,Y,N
A1A44,N,Y,N
A1A45,N,Y,N
A1A46,N,Y,N
A1A47,N,Y,N
A1A48,N,Y,N
A1A49,N,Y,N
A1A4A,N,Y,N
A1A4B,N,Y,N
A1A4C,N,Y,N
A1A4D,N,Y,N
